ESR1	Activation	MYBL1
SP1	Activation	MYBL1
TRP53	Unspecified	MYBL1
NFYB	Activation	MYBL1
NFYA	Activation	MYBL1
NFYC	Activation	MYBL1
AR	Unspecified	TADA2A
NR3C1	Activation	TADA2A
MYC	Unspecified	ADNP
PEG3	Unspecified	AEBP2
MYC	Unspecified	AEBP2
POU5F1	Inhibition	AEBP2
MYCN	Unspecified	AEBP2
MAX	Unspecified	AEBP2
SALL4	Unspecified	AEBP2
POU5F1	Inhibition	AFF1
SALL4	Unspecified	AFF1
GABPA	Activation	AFF4
STAT3	Unspecified	AFF4
AR	Activation	FOXO4
VDR	Activation	FOXO4
CEBPA	Unspecified	FOXO4
ZFP143	Unspecified	FOXO4
BCL6	Unspecified	FOXO4
FOXK1	Inhibition	FOXO4
POU5F1	Unspecified	FOXO4
AR	Unspecified	AHR
RELA	Activation	AHR
NR3C1	Activation	AHR
MEF2C	Activation	AHR
MEF2A	Activation	AHR
RELB	Activation	AHR
TRP63	Activation	AHR
MEF2D	Activation	AHR
SMAD4	Unspecified	AHR
POU2F1	Unspecified	AHR
NANOG	Inhibition	AHR
SOX2	Inhibition	AHR
NFE2L2	Activation	AHR
SP3	Activation	AHR
SMAD3	Unspecified	AHR
SREBF1	Inhibition	AHR
HOXB4	Inhibition	AHR
IKZF1	Activation	AHR
BCL11B	Inhibition	AHR
POU5F1	Inhibition	AHR
ESR1	Activation	AHR
SP1	Activation	AHR
MEF2B	Activation	AHR
NFIC	Inhibition	AHR
E2F2	Inhibition	AHR
RBPJ	Activation	AHR
SMAD2	Unspecified	AHR
STAT3	Activation	AHR
ARNT	Unspecified	AHRR
MEF2D	Unspecified	AHRR
SP3	Unspecified	AHRR
AHR	Unspecified	AHRR
SP1	Unspecified	AHRR
NFKB1	Unspecified	AHRR
AHR	Activation	AHRR
RELA	Unspecified	AHRR
E2F2	Unspecified	AHRR
EGR2	Activation	IKZF3
NFKB2	Activation	IKZF3
REL	Activation	IKZF3
RUNX1	Activation	IKZF3
NFKB1	Activation	IKZF3
TFAP4	Activation	IKZF3
IKZF1	Activation	IKZF3
RELB	Activation	IKZF3
RELA	Activation	IKZF3
PAX5	Activation	IKZF3
TAL1	Unspecified	IKZF3
JUND	Unspecified	AIRE
JUNB	Unspecified	AIRE
NFYB	Activation	AIRE
FOS	Unspecified	AIRE
SP1	Activation	AIRE
NFYC	Activation	AIRE
FOSB	Unspecified	AIRE
NFYA	Activation	AIRE
FOSL1	Unspecified	AIRE
ETS1	Activation	AIRE
ELF3	Activation	AIRE
ETS2	Activation	AIRE
ATF2	Unspecified	AIRE
FOSL2	Unspecified	AIRE
JUN	Unspecified	AIRE
TWIST1	Activation	ALX3
NR2F1	Activation	ALX3
USF2	Activation	ALX3
NR2F2	Activation	ALX3
TCF3	Activation	ALX3
TFAP2A	Activation	ALX3
USF1	Activation	ALX3
ALX1	Activation	ALX4
PRDM5	Unspecified	ALX4
ZFP819	Unspecified	ALX4
LEF1	Activation	ALX4
SMAD3	Activation	RUNX1
AR	Activation	RUNX1
YBX3	Inhibition	RUNX1
NFKB1	Unspecified	RUNX1
ELF4	Activation	RUNX1
MECOM	Inhibition	RUNX1
ELF1	Activation	RUNX1
NR2F6	Inhibition	RUNX1
ETS1	Activation	RUNX1
SP1	Unspecified	RUNX1
MITF	Activation	RUNX1
TBX21	Activation	RUNX1
HOXA9	Unspecified	RUNX1
TRP63	Activation	RUNX1
NFAT5	Activation	RUNX1
LEF1	Activation	RUNX1
FOXO1	Inhibition	RUNX1
STAT6	Unspecified	RUNX1
PRDM5	Unspecified	RUNX1
HOXA3	Inhibition	RUNX1
STAT5B	Inhibition	RUNX1
RUNX2	Inhibition	RUNX1
ETV6	Unspecified	RUNX1
SALL4	Activation	RUNX1
SMAD1	Activation	RUNX1
IKZF1	Activation	RUNX1
RELA	Activation	RUNX1
PPARD	Unspecified	RUNX1
GATA1	Unspecified	RUNX1
NFATC1	Activation	RUNX1
HEY1	Unspecified	RUNX1
FOSL2	Activation	RUNX1
HOXB4	Activation	RUNX1
BHLHE40	Activation	RUNX1
STAT3	Activation	RUNX1
NFATC2	Activation	RUNX1
CTCF	Unspecified	RUNX1
GATA2	Activation	RUNX1
HOXC6	Unspecified	RUNX1
MYC	Activation	RUNX1
NKX2-1	Unspecified	RUNX1
GFI1B	Unspecified	RUNX1
NFATC4	Activation	RUNX1
SMAD4	Unspecified	RUNX1
NFATC3	Activation	RUNX1
FLI1	Activation	RUNX1
CBFB	Activation	RUNX1
FOXP3	Inhibition	RUNX1
TRPS1	Inhibition	RUNX1
PAX5	Unspecified	RUNX1
NFE2	Unspecified	RUNX1
FOXK1	Unspecified	RUNX1
JUND	Inhibition	RUNX1
TRP53	Inhibition	RUNX1
TWIST2	Inhibition	RUNX1
NCOR2	Activation	RUNX1
MYB	Inhibition	RUNX1
NR5A1	Unspecified	RUNX1
NFYB	Unspecified	RUNX1
RUNX3	Inhibition	RUNX1
RBPJ	Activation	RUNX1
TAL1	Activation	RUNX1
TCF7L2	Activation	RUNX1
ELF5	Unspecified	RUNX1
SMAD6	Inhibition	RUNX1
JUNB	Activation	AR
FOS	Activation	AR
HMGB1	Activation	AR
SATB1	Activation	AR
PPARG	Unspecified	AR
RELA	Activation	AR
ERG	Inhibition	AR
JUND	Activation	AR
NR2F2	Inhibition	AR
SREBF1	Activation	AR
PIAS4	Inhibition	AR
NFKB2	Activation	AR
NFE2L2	Activation	AR
WT1	Inhibition	AR
LEF1	Activation	AR
ELF3	Inhibition	AR
NSD2	Activation	AR
RORC	Activation	AR
ARID4A	Activation	AR
RREB1	Inhibition	AR
SMAD4	Inhibition	AR
PAX6	Inhibition	AR
STAT5B	Activation	AR
NR4A1	Activation	AR
ARID4B	Activation	AR
FOSL1	Activation	AR
MYBL2	Activation	AR
FOSB	Activation	AR
FOXA1	Unspecified	AR
PIAS3	Activation	AR
HOXB13	Inhibition	AR
E2F1	Inhibition	AR
JUN	Activation	AR
FOSL2	Activation	AR
STAT3	Activation	AR
CREBZF	Inhibition	AR
RELB	Activation	AR
ATF2	Activation	AR
HEYL	Inhibition	AR
TCF7L2	Unspecified	AR
NR0B2	Inhibition	AR
SP1	Activation	AR
NCOR1	Inhibition	AR
SMARCE1	Activation	AR
ESR2	Activation	AR
NFKB1	Activation	AR
GABPA	Activation	AR
FOXO3	Activation	AR
REL	Activation	AR
SMARCC1	Activation	AR
FOXP1	Inhibition	AR
FOXG1	Inhibition	AR
TCF21	Inhibition	AR
LCOR	Inhibition	AR
